\fixlen = T
|set|TIME       |ndiv_PDCSAP_FLUX|
|int|double     |double          |
 0   151.7625948 1.00000831538    
 0   151.7830293 1.00010921324    
 0   151.8034637 0.999875199782   
 0   151.8238984 1.00009348709    
 0   151.8443329 0.999534025838   
 0   151.8647673 1.00031873287    
 0   151.8852019 0.999217206551   
 0   151.9056365 0.999286721699   
 0   151.9260709 0.999536809228   
 0   151.9465054 1.00011262289    
 0   151.9669400 1.00029500447    
 0   151.9873745 1.00035978786    
 0   152.0078090 1.00054063858    
 0   152.0282436 0.999476966358   
 0   152.0486781 0.99871786651    
 0   152.0691125 1.00020572726    
 0   152.0895470 1.00004874411    
 0   152.1099817 1.0001527037     
 0   152.1304161 1.00061077999    
 0   152.1508506 1.00041420312    
 0   152.1712851 0.999614465789   
 0   152.1917196 0.999971087544   
 0   152.2121542 0.99995911897    
 0   152.2325887 0.99973533447    
 0   152.2530233 0.999831291816   
 0   152.2734577 0.999489839533   
 0   152.3143267 0.99991987318    
 0   152.3347613 0.999822454555   
 0   152.3551958 1.00024643433    
 0   152.3756302 0.998952784567   
 0   152.3960648 0.99965329407    
 0   152.4164994 1.00005521549    
 0   152.4369339 0.999483785661   
 0   152.4573683 0.998572295249   
 0   152.4778029 0.999565130214   
 0   152.4982374 0.999526162763   
 0   152.5186719 0.999037469187   
 0   152.5391065 1.00044642085    
 0   152.5595410 1.00034900223    
 0   152.5799754 0.99937217175    
 0   152.6004099 1.00022110549    
 0   152.6208445 0.999597069606   
 0   152.6412790 0.999389498349   
 0   152.6821480 0.999490187457   
 0   152.7025825 0.999734847377   
 0   152.7230170 0.999295767714   
 0   152.7434515 1.00001311672    
 0   152.7638862 1.00028025251    
 0   152.7843206 1.00038087203    
 0   152.8047551 0.999811112243   
 0   152.8251895 1.00034768012    
 0   152.8456241 1.00014783276    
 0   152.8660586 0.999887098771   
 0   152.8864931 0.999998643098   
 0   152.9069277 0.999870537605   
 0   152.9273622 0.999763237947   
 0   152.9477967 0.999999756453   
 0   152.9682311 1.00025986418    
 0   152.9886657 1.00017128282    
 0   153.0091003 1.00019501121    
 0   153.0295347 1.00024107631    
 0   153.0499693 1.00064682488    
 0   153.0704038 1.00020092592    
 0   153.0908382 1.00119647468    
 0   153.1112727 0.999844652085   
 0   153.1317073 1.00038295958    
 0   153.1521418 0.999934833898   
 0   153.1725763 1.00067138829    
 0   153.1930108 0.999883689119   
 0   153.2134454 1.00062080019    
 0   153.2338799 1.00019619415    
 0   153.2543143 1.0001959854     
 0   153.2747489 0.9998587082     
 0   153.2951834 1.00015959258    
 0   153.3156179 1.00034239168    
 0   153.3360524 1.00109230634    
 0   153.3564869 0.999496728422   
 0   153.3769214 1.0004503176     
 0   153.3973559 1.00080394721    
 0   153.4177905 1.00101583272    
 0   153.4382250 1.00077736584    
 0   153.4586595 1.00140592473    
 0   153.4790940 1.00010100224    
 0   153.4995286 1.00126598983    
 0   153.5199630 1.00042533668    
 0   153.5403975 1.00066394273    
 0   153.5608321 1.00107003923    
 0   153.5812665 1.00039339729    
 0   153.6017010 1.00136758354    
 0   153.6221355 1.00060820536    
 0   153.6425701 1.00050549829    
 0   153.6630046 1.00056144441    
 0   153.6834391 1.0000204927     
 0   153.7038735 1.00073095282    
 0   153.7243081 1.0010405353     
 0   153.7447426 1.00033244106    
 0   153.7651770 1.00059268796    
 0   153.7856116 1.00093915034    
 0   153.8060461 1.00062866327    
 0   153.8264805 1.00109745561    
 0   153.8469151 1.00117490342    
 0   153.8673497 1.00029298652    
 0   153.8877841 1.00240209976    
 0   153.9082186 1.0014689685     
 0   153.9286532 1.00110100443    
 0   153.9490877 1.00180130518    
 0   153.9695221 1.00132729398    
 0   153.9899566 1.00100490792    
 0   154.0103912 1.00101840735    
 0   154.0308256 1.00145637366    
 0   154.0512601 1.00120315482    
 0   154.0716947 1.00134844774    
 0   154.0921292 1.00102856672    
 0   154.1125637 1.00149944661    
 0   154.1329982 1.00155080014    
 0   154.1534327 1.00155525357    
 0   154.1738672 1.00200365758    
 0   154.1943017 1.00139179903    
 0   154.2147362 1.00205904703    
 0   154.2351707 1.00052755665    
 0   154.2556052 1.00165037589    
 0   154.2760396 1.00085571825    
 0   154.2964742 1.00179184166    
 0   154.3169087 1.00197422324    
 0   154.3373431 1.00119494382    
 0   154.3577776 1.00184994491    
 0   154.3782123 1.00219703355    
 0   154.3986467 1.00136326929    
 0   154.4190812 1.00113788434    
 0   154.4395158 1.001245184      
 0   154.4599503 1.00184479564    
 0   154.4803847 1.00162824795    
 0   154.5008192 1.00157814694    
 0   154.5212538 1.00132896402    
 0   154.5416882 1.00199154984    
 0   154.5621227 1.00132986862    
 0   154.5825573 1.00101249265    
 0   154.6029917 1.00256792018    
 0   154.6234262 1.00142986188    
 0   154.6438607 1.00136361721    
 0   154.6642952 1.00146702012    
 0   154.6847297 1.00239548921    
 0   154.7051642 1.00177458464    
 0   154.7255988 0.994180941946   
 0   154.7460332 0.990805316983   
 0   154.7664677 0.993239947607   
 0   154.7869022 1.00070263184    
 0   154.8073367 1.00162929172    
 0   154.8277712 1.00230683826    
 0   154.8482056 1.00164230407    
 0   154.8686402 1.00284959918    
 0   154.8890748 1.00200330966    
 0   154.9095093 1.0018066632     
 0   154.9299438 1.00246194263    
 0   154.9503783 1.0017925375     
 0   154.9708128 1.00276686293    
 0   154.9912473 1.00142380801    
 0   155.0116817 1.00162866546    
 0   155.0321163 1.0018436127     
 0   155.0525508 1.00187659586    
 0   155.0729852 1.00229765308    
 0   155.0934198 1.00244559022    
 0   155.1138543 1.00122298647    
 0   155.1342887 1.00220851504    
 0   155.1547232 1.0018194668     
 0   155.1751578 1.00173123335    
 0   155.1955923 1.00220141739    
 0   155.2160267 1.00158705379    
 0   155.2364612 1.00235387754    
 0   155.2568958 1.00276637584    
 0   155.2977647 1.00143591575    
 0   155.3181993 1.00222556329    
 0   155.3386337 1.00197227487    
 0   155.3590682 1.00173582595    
 0   155.3795027 1.00193045444    
 0   155.3999372 1.00240564858    
 0   155.4203717 1.00233961267    
 0   155.4408062 1.00168690788    
 0   155.4612408 1.00179399878    
 0   155.4816752 1.00289072375    
 0   155.5021097 1.00258225463    
 0   155.5225440 1.00246458685    
 0   155.5429786 1.00175955434    
 0   155.5838475 1.00254815811    
 0   155.6042821 1.00236549819    
 0   155.6247166 1.00205034894    
 0   155.6451511 1.00283136798    
 0   155.6655855 1.00207087643    
 0   155.6860201 1.00171724682    
 0   155.7064546 1.0025687552     
 0   155.7268890 1.00215451728    
 0   155.7473235 1.00268858011    
 0   155.7677581 1.00266589548    
 0   155.7881925 1.00260194711    
 0   155.8086270 1.00228408405    
 0   155.8290616 1.00187527375    
 0   155.8494960 1.00270103577    
 0   155.8699305 1.00186469687    
 0   155.8903650 1.0017013815     
 0   155.9107996 1.00200936353    
 0   155.9312340 1.00263047685    
 0   155.9516685 1.00209147351    
 0   155.9721031 1.00212814467    
 0   155.9925375 1.00150515256    
 0   156.0129720 1.00239479336    
 0   156.0334063 1.00204519967    
 0   156.0538409 1.00180548026    
 0   156.0742754 1.001829487      
 0   156.0947099 1.00242172266    
 0   156.1151444 1.00233105375    
 0   156.1355789 1.00210100662    
 0   156.1560134 1.00199593368    
 0   156.1764478 1.00211026139    
 0   156.1968824 1.00274014239    
 0   156.2173169 1.0028426407     
 0   156.2377513 1.00299482251    
 0   156.2581858 1.00245101783    
 0   156.2786204 1.00197464075    
 0   156.2990548 1.00216328496    
 0   156.3194892 1.00180596736    
 0   156.3399238 1.00270785508    
 0   156.3603582 1.00132499769    
 0   156.3807927 1.00222994713    
 0   156.4012272 1.00152839386    
 0   156.4216618 1.00231170919    
 0   156.4420962 1.00225548473    
 0   156.4625307 1.00165385513    
 0   156.4829653 1.00238790448    
 0   156.5033997 1.00217149596    
 0   156.5238342 1.00237210874    
 0   156.5442687 1.00281404138    
 0   156.5647031 1.00184966657    
 0   156.5851376 1.00223767104    
 0   156.6055721 1.00148274627    
 0   156.6260066 1.00144002125    
 0   156.6464411 1.00157759026    
 0   156.6668756 1.00108889669    
 0   156.6873101 1.00165712561    
 0   156.7077446 1.00195508744    
 0   156.7281791 1.00156228162    
 0   156.7486135 1.00239402793    
 0   156.7690479 1.00226070358    
 0   156.7894825 1.00194819855    
 0   156.8099170 1.00127371374    
 0   156.8303515 1.00228262278    
 0   156.8507860 1.0016968585     
 0   156.8712205 1.00154606838    
 0   156.8916550 1.00172350945    
 0   156.9120894 1.00192794939    
 0   156.9325239 1.00153124683    
 0   156.9529584 1.00156395166    
 0   156.9733928 1.00174153189    
 0   156.9938274 1.00097770029    
 0   157.0142619 1.0016325622     
 0   157.0346963 1.00158844548    
 0   157.0551308 1.00104276201    
 0   157.0755653 0.999843399559   
 0   157.0959997 1.00084952521    
 0   157.1164342 1.0009575903     
 0   157.1368688 1.00198681808    
 0   157.1573033 1.00137419409    
 0   157.1777377 1.00119264752    
 0   157.1981722 1.00124177435    
 0   157.2186067 1.00171543762    
 0   157.2390411 1.00086045001    
 0   157.2594756 1.00000692368    
 0   157.2799101 1.00064995619    
 0   157.3003446 1.00124128725    
 0   157.3207791 1.0007214893     
 0   157.3412136 1.0003012671     
 0   157.3616480 1.00037906283    
 0   157.3820825 1.00059261838    
 0   157.4025170 1.00101360601    
 0   157.4229514 0.999927945009   
 0   157.4433860 1.00090616718    
 0   157.4638205 0.999426378257   
 0   157.4842548 1.00045101344    
 0   157.5046894 0.999327011259   
 0   157.5251239 1.00072079345    
 0   157.5455583 1.00039798988    
 0   157.5659928 1.00038414252    
 0   157.5864274 1.00057925811    
 0   157.6068617 0.999994885522   
 0   157.6272962 1.00034385296    
 0   157.6477308 0.999993493828   
 0   157.6681653 1.00068168683    
 0   157.6885997 1.0000792918     
 0   157.7090342 1.00019473287    
 0   157.7294687 0.999385323265   
 0   157.7499031 0.998769359212   
 0   157.7703376 0.990901065575   
 0   157.7907722 0.989858407942   
 0   157.8112066 0.992712495334   
 0   157.8316410 0.999654824934   
 0   157.8520755 1.00002125814    
 0   157.8725100 0.999370292963   
 0   157.8929445 0.999632349065   
 0   157.9133790 0.999825446698   
 0   157.9338133 0.999533051652   
 0   157.9542479 0.999436328874   
 0   157.9746824 0.999181648752   
 0   157.9951168 0.998791487157   
 0   158.0155514 0.998982288494   
 0   158.0359858 0.998795592656   
 0   158.0564202 0.999147760988   
 0   158.0768547 0.999612239078   
 0   158.0972893 1.00025060941    
 0   158.1177238 0.999394786788   
 0   158.1381581 0.999214631916   
 0   158.1585927 0.998882156063   
 0   158.1790272 1.00021164196    
 0   158.1994616 0.99962065883    
 0   158.2198960 0.999373076352   
 0   158.2403306 1.00001791807    
 0   158.2811995 0.99940863415    
 0   158.3016341 0.999867267123   
 0   158.3220685 0.999860308649   
 0   158.3425029 0.999460196437   
 0   158.3629374 0.998796566842   
 0   158.3833720 0.998572573588   
 0   158.4038064 0.999320331125   
 0   158.4242408 0.999121249205   
 0   158.4446753 0.999884106628   
 0   158.4651099 0.999967608307   
 0   158.4855442 0.999596721682   
 0   158.5059787 0.999398266025   
 0   158.5264133 1.00018165094    
 0   158.5468477 0.99967931876    
 0   158.5672821 0.999539453447   
 0   158.5877166 0.998843327783   
 0   158.6081511 1.00012139057    
 0   158.6285856 0.999526232348   
 0   158.6490200 0.999826420885   
 0   158.6694546 1.00043765318    
 0   158.6898890 1.00003726262    
 0   158.7103235 0.999969000002   
 0   158.7307578 0.999478079713   
 0   158.7511924 0.999231401836   
 0   158.7716269 0.99913927165    
 0   158.7920614 1.00035234229    
 0   158.8124958 0.999505496098   
 0   158.8329303 0.999672012363   
 0   158.8533648 0.999638959615   
 0   158.8737991 0.998725033737   
 0   158.8942337 0.999840198662   
 0   158.9146682 0.999509114504   
 0   158.9351026 1.00014727609    
 0   158.9555371 0.999106984334   
 0   158.9759716 0.999979159373   
 0   158.9964060 0.999745702595   
 0   159.0168404 0.999427422028   
 0   159.0372750 0.999144003412   
 0   159.0577094 1.00026111671    
 0   159.0781439 0.999667976448   
 0   159.0985783 0.999291035952   
 0   159.1190129 0.999709657703   
 0   159.1394473 1.00009557463    
 0   159.1598817 0.999983612795   
 0   159.1803163 1.00012827945    
 0   159.2007507 1.00071654878    
 0   159.2211852 0.999847644228   
 0   159.2416195 1.00033327608    
 0   159.2620541 0.999767065108   
 0   159.2824886 1.00006412233    
 0   159.3029230 1.00012006846    
 0   159.3233575 0.999936156008   
 0   159.3437920 0.999667350186   
 0   159.3642264 1.0000715679     
 0   159.3846608 1.00020607519    
 0   159.4050954 1.00024539056    
 0   159.4255298 1.00015611335    
 0   159.4459642 1.00023752748    
 0   159.4663988 0.999818070717   
 0   159.4868332 1.00085843205    
 0   159.5072676 1.00006509652    
 0   159.5277021 0.999901433226   
 0   159.5481366 0.999961693605   
 0   159.5685710 1.00046388662    
 0   159.5890055 0.99984326039    
 0   159.6094399 1.00010837822    
 0   159.6298745 1.00027176317    
 0   159.6503089 0.999248310926   
 0   159.6707433 0.999189859751   
 0   159.6911779 0.999229662218   
 0   159.7116123 1.00097498648    
 0   159.7320467 1.00024072838    
 0   159.7524812 1.00012222558    
 0   159.7729157 0.999567078586   
 0   159.7933501 0.999650997774   
 0   159.8137846 1.00029201233    
 0   159.8342191 0.999700890027   
 0   159.8546535 1.00020558809    
 0   159.8750880 0.99934364201    
 0   159.8955224 0.999895518524   
 0   159.9159569 0.9998172357     
 0   159.9363914 0.999797751975   
 0   159.9568259 1.00023878001    
 0   159.9772603 1.00079204822    
 0   159.9976948 0.999799839517   
 0   160.0181292 1.00019786419    
 0   160.0385637 0.999907835022   
 0   160.0589982 0.999957170597   
 0   160.0794326 1.00063910098    
 0   160.0998671 1.00017309202    
 0   160.1203015 1.00063276877    
 0   160.1407360 1.00019842086    
 0   160.1611705 1.00000678451    
 0   160.1816048 0.99973401236    
 0   160.2020394 1.00000358361    
 0   160.2224739 1.00027753871    
 0   160.2429082 1.00128408186    
 0   160.2633427 1.00045233555    
 0   160.2837773 1.00022486306    
 0   160.3042116 1.00062455777    
 0   160.3246461 1.00043605273    
 0   160.3450806 0.999769430989   
 0   160.3655151 1.00081007066    
 0   160.3859495 1.00033974746    
 0   160.4063839 1.00011102244    
 0   160.4268185 1.00004053311    
 0   160.4472528 0.999212405204   
 0   160.4676873 0.999287695885   
 0   160.4881219 0.999564086443   
 0   160.5085562 0.99977812908    
 0   160.5289907 1.00103427267    
 0   160.5494251 1.00000093939    
 0   160.5698596 0.999676326616   
 0   160.5902941 0.999875895629   
 0   160.6107285 0.999883480365   
 0   160.6311629 0.999399727304   
 0   160.6515974 1.00021428618    
 0   160.6720319 0.999954317623   
 0   160.6924662 0.999964546579   
 0   160.7129008 0.999632140311   
 0   160.7333353 1.00028421884    
 0   160.7537696 1.00000713244    
 0   160.7742041 0.999287695885   
 0   160.7946386 0.996826970987   
 0   160.8150731 0.990392609934   
 0   160.8355074 0.989390311446   
 0   160.8559420 0.994541877953   
 0   160.8763765 0.999865249165   
 0   160.8968108 0.99962330305    
 0   160.9172453 1.00020537934    
 0   160.9376798 0.999632140311   
 0   160.9581142 1.00035032434    
 0   160.9785486 0.999032946179   
 0   160.9989832 0.999662688009   
 0   161.0194175 1.00049784397    
 0   161.0398520 0.999967469138   
 0   161.0602865 1.00006161728    
 0   161.0807209 0.999927109993   
 0   161.1011554 1.00009181705    
 0   161.1215898 0.999990432099   
 0   161.1420244 0.999702907984   
 0   161.1624587 0.999684676784   
 0   161.1828932 0.999867475877   
 0   161.2033275 1.00029862288    
 0   161.2237621 0.99990706959    
 0   161.2646310 0.999008661107   
 0   161.2850653 0.999886472509   
 0   161.3054999 1.00035491693    
 0   161.3259344 1.00046235576    
 0   161.3463687 1.00052282489    
 0   161.3668033 1.00009974971    
 0   161.3872377 1.00135526704    
 0   161.4076721 1.00030836474    
 0   161.4281065 1.00065503588    
 0   161.4485411 0.999690382732   
 0   161.4689754 0.999927179577   
 0   161.4894099 1.00030592928    
